Voltage,Abs_J (Current Density),J (Current Density),Current,Time
-5.00E-02,6.51E-01,-6.51E-01,-2.52E-06,6.07E+01
0.00E+00,8.36E-06,8.36E-06,3.24E-11,6.20E+01
0.00E+00,5.19E-06,5.19E-06,2.01E-11,6.26E+01
5.00E-02,6.54E-01,6.54E-01,2.54E-06,6.33E+01
1.00E-01,1.31E+00,1.31E+00,5.07E-06,6.35E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,6.37E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,6.39E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,6.45E+01
3.00E-01,3.91E+00,3.91E+00,1.52E-05,6.47E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,6.48E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,6.50E+01
4.50E-01,5.86E+00,5.86E+00,2.27E-05,6.52E+01
5.00E-01,6.51E+00,6.51E+00,2.52E-05,6.54E+01
5.00E-01,6.51E+00,6.51E+00,2.52E-05,6.56E+01
4.50E-01,5.86E+00,5.86E+00,2.27E-05,6.58E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,6.60E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,6.62E+01
3.00E-01,3.91E+00,3.91E+00,1.52E-05,6.63E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,6.65E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,6.67E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,6.71E+01
1.00E-01,1.31E+00,1.31E+00,5.06E-06,6.73E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,6.75E+01
0.00E+00,1.02E-05,1.02E-05,3.94E-11,6.88E+01
-5.00E-02,6.51E-01,-6.51E-01,-2.52E-06,6.96E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,6.97E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.58E-06,6.99E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,7.01E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,7.07E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,7.09E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,7.11E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,7.13E+01
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,7.15E+01
-5.00E-01,6.50E+00,-6.50E+00,-2.52E-05,7.16E+01
-5.00E-01,6.50E+00,-6.50E+00,-2.52E-05,7.18E+01
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,7.20E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,7.22E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,7.24E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,7.26E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,7.28E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,7.30E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.58E-06,7.33E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,7.35E+01
-5.00E-02,6.51E-01,-6.51E-01,-2.53E-06,7.37E+01
0.00E+00,3.68E-05,3.68E-05,1.43E-10,7.43E+01
0.00E+00,2.78E-05,2.78E-05,1.08E-10,7.45E+01
5.00E-02,6.54E-01,6.54E-01,2.54E-06,7.53E+01
1.00E-01,1.31E+00,1.31E+00,5.07E-06,7.55E+01
1.50E-01,1.96E+00,1.96E+00,7.60E-06,7.57E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,7.58E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,7.64E+01
3.00E-01,3.91E+00,3.91E+00,1.52E-05,7.66E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,7.68E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,7.70E+01
4.50E-01,5.86E+00,5.86E+00,2.27E-05,7.72E+01
5.00E-01,6.51E+00,6.51E+00,2.53E-05,7.74E+01
5.00E-01,6.51E+00,6.51E+00,2.53E-05,7.76E+01
4.50E-01,5.86E+00,5.86E+00,2.27E-05,7.77E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,7.79E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,7.81E+01
3.00E-01,3.91E+00,3.91E+00,1.52E-05,7.83E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,7.85E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,7.87E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,7.91E+01
1.00E-01,1.31E+00,1.31E+00,5.07E-06,7.93E+01
5.00E-02,6.54E-01,6.54E-01,2.54E-06,7.94E+01
0.00E+00,9.83E-06,9.83E-06,3.81E-11,8.08E+01
-5.00E-02,6.51E-01,-6.51E-01,-2.52E-06,8.15E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,8.17E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.58E-06,8.19E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,8.21E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,8.27E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,8.28E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,8.30E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,8.32E+01
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,8.34E+01
-5.00E-01,6.50E+00,-6.50E+00,-2.52E-05,8.36E+01
-5.00E-01,6.50E+00,-6.50E+00,-2.52E-05,8.38E+01
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,8.40E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,8.42E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,8.44E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,8.45E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,8.47E+01
-2.00E-01,2.61E+00,-2.61E+00,-1.01E-05,8.49E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.58E-06,8.53E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.06E-06,8.55E+01
-5.00E-02,6.51E-01,-6.51E-01,-2.53E-06,8.57E+01
0.00E+00,3.87E-05,3.87E-05,1.50E-10,8.63E+01
0.00E+00,5.86E-06,5.86E-06,2.27E-11,8.72E+01
5.00E-02,6.54E-01,6.54E-01,2.54E-06,8.79E+01
1.00E-01,1.31E+00,1.31E+00,5.07E-06,8.81E+01
1.50E-01,1.96E+00,1.96E+00,7.60E-06,8.83E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,8.85E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,8.91E+01
3.00E-01,3.91E+00,3.91E+00,1.52E-05,8.93E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,8.95E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,8.97E+01
4.50E-01,5.86E+00,5.86E+00,2.27E-05,8.98E+01
5.00E-01,6.51E+00,6.51E+00,2.53E-05,9.00E+01
5.00E-01,6.51E+00,6.51E+00,2.53E-05,9.02E+01
4.50E-01,5.86E+00,5.86E+00,2.27E-05,9.04E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,9.06E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,9.08E+01
3.00E-01,3.91E+00,3.91E+00,1.52E-05,9.10E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,9.12E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,9.13E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,9.17E+01
1.00E-01,1.31E+00,1.31E+00,5.07E-06,9.19E+01
5.00E-02,6.54E-01,6.54E-01,2.54E-06,9.21E+01
0.00E+00,9.82E-06,9.82E-06,3.81E-11,9.34E+01
-5.00E-02,6.51E-01,-6.51E-01,-2.53E-06,9.42E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,9.44E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.58E-06,9.46E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,9.47E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,9.53E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,9.55E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,9.57E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,9.59E+01
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,9.61E+01
-5.00E-01,6.50E+00,-6.50E+00,-2.52E-05,9.63E+01
-5.00E-01,6.50E+00,-6.50E+00,-2.52E-05,9.65E+01
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,9.66E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,9.68E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,9.70E+01
-3.00E-01,3.91E+00,-3.91E+00,-1.51E-05,9.72E+01
-2.50E-01,3.26E+00,-3.26E+00,-1.26E-05,9.74E+01
-2.00E-01,2.61E+00,-2.61E+00,-1.01E-05,9.76E+01
-1.50E-01,1.96E+00,-1.96E+00,-7.58E-06,9.80E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.06E-06,9.81E+01
-5.00E-02,6.51E-01,-6.51E-01,-2.53E-06,9.83E+01
0.00E+00,3.83E-05,3.83E-05,1.48E-10,9.89E+01
0.00E+00,6.03E-06,6.03E-06,2.34E-11,9.98E+01
5.00E-02,6.54E-01,6.54E-01,2.54E-06,1.01E+02
1.00E-01,1.31E+00,1.31E+00,5.07E-06,1.01E+02
1.50E-01,1.96E+00,1.96E+00,7.60E-06,1.01E+02
2.00E-01,2.61E+00,2.61E+00,1.01E-05,1.01E+02
2.50E-01,3.26E+00,3.26E+00,1.26E-05,1.02E+02
3.00E-01,3.91E+00,3.91E+00,1.52E-05,1.02E+02
3.50E-01,4.56E+00,4.56E+00,1.77E-05,1.02E+02
4.00E-01,5.21E+00,5.21E+00,2.02E-05,1.02E+02
4.50E-01,5.86E+00,5.86E+00,2.27E-05,1.02E+02
5.00E-01,6.51E+00,6.51E+00,2.53E-05,1.03E+02
5.00E-01,6.51E+00,6.51E+00,2.53E-05,1.03E+02
4.50E-01,5.86E+00,5.86E+00,2.27E-05,1.03E+02
4.00E-01,5.21E+00,5.21E+00,2.02E-05,1.03E+02
3.50E-01,4.56E+00,4.56E+00,1.77E-05,1.03E+02
3.00E-01,3.91E+00,3.91E+00,1.52E-05,1.04E+02
2.50E-01,3.26E+00,3.26E+00,1.26E-05,1.04E+02
2.00E-01,2.61E+00,2.61E+00,1.01E-05,1.04E+02
1.50E-01,1.96E+00,1.96E+00,7.59E-06,1.04E+02
1.00E-01,1.31E+00,1.31E+00,5.07E-06,1.05E+02
5.00E-02,6.54E-01,6.54E-01,2.54E-06,1.05E+02
0.00E+00,1.03E-05,1.03E-05,3.99E-11,1.06E+02
-5.00E-02,6.51E-01,-6.51E-01,-2.53E-06,1.07E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,1.07E+02
-1.50E-01,1.95E+00,-1.95E+00,-7.58E-06,1.07E+02
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,1.07E+02
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,1.08E+02
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,1.08E+02
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,1.08E+02
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,1.09E+02
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,1.09E+02
-5.00E-01,6.50E+00,-6.50E+00,-2.52E-05,1.09E+02
-5.00E-01,6.50E+00,-6.50E+00,-2.52E-05,1.09E+02
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,1.09E+02
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,1.09E+02
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,1.10E+02
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,1.10E+02
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,1.10E+02
-2.00E-01,2.61E+00,-2.61E+00,-1.01E-05,1.10E+02
-1.50E-01,1.96E+00,-1.96E+00,-7.58E-06,1.11E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.06E-06,1.11E+02
-5.00E-02,6.51E-01,-6.51E-01,-2.53E-06,1.11E+02
0.00E+00,3.77E-05,3.77E-05,1.46E-10,1.12E+02
0.00E+00,6.31E-06,6.31E-06,2.45E-11,1.13E+02
5.00E-02,6.54E-01,6.54E-01,2.54E-06,1.13E+02
1.00E-01,1.31E+00,1.31E+00,5.07E-06,1.13E+02
1.50E-01,1.96E+00,1.96E+00,7.60E-06,1.14E+02
2.00E-01,2.61E+00,2.61E+00,1.01E-05,1.14E+02
2.50E-01,3.26E+00,3.26E+00,1.26E-05,1.14E+02
3.00E-01,3.91E+00,3.91E+00,1.52E-05,1.15E+02
3.50E-01,4.56E+00,4.56E+00,1.77E-05,1.15E+02
4.00E-01,5.21E+00,5.21E+00,2.02E-05,1.15E+02
4.50E-01,5.86E+00,5.86E+00,2.27E-05,1.15E+02
5.00E-01,6.51E+00,6.51E+00,2.53E-05,1.15E+02
5.00E-01,6.51E+00,6.51E+00,2.53E-05,1.16E+02
4.50E-01,5.86E+00,5.86E+00,2.27E-05,1.16E+02
4.00E-01,5.21E+00,5.21E+00,2.02E-05,1.16E+02
3.50E-01,4.56E+00,4.56E+00,1.77E-05,1.16E+02
3.00E-01,3.91E+00,3.91E+00,1.52E-05,1.16E+02
2.50E-01,3.26E+00,3.26E+00,1.26E-05,1.16E+02
2.00E-01,2.61E+00,2.61E+00,1.01E-05,1.17E+02
1.50E-01,1.96E+00,1.96E+00,7.59E-06,1.17E+02
1.00E-01,1.31E+00,1.31E+00,5.07E-06,1.17E+02
5.00E-02,6.54E-01,6.54E-01,2.54E-06,1.17E+02
0.00E+00,1.05E-05,1.05E-05,4.06E-11,1.19E+02
-5.00E-02,6.51E-01,-6.51E-01,-2.53E-06,1.20E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,1.20E+02
-1.50E-01,1.95E+00,-1.95E+00,-7.58E-06,1.20E+02
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,1.20E+02
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,1.21E+02
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,1.21E+02
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,1.21E+02
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,1.21E+02
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,1.21E+02
-5.00E-01,6.50E+00,-6.50E+00,-2.52E-05,1.22E+02
-5.00E-01,6.50E+00,-6.50E+00,-2.52E-05,1.22E+02
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,1.22E+02
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,1.22E+02
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,1.22E+02
-3.00E-01,3.91E+00,-3.91E+00,-1.51E-05,1.23E+02
-2.50E-01,3.26E+00,-3.26E+00,-1.26E-05,1.23E+02
-2.00E-01,2.61E+00,-2.61E+00,-1.01E-05,1.23E+02
-1.50E-01,1.96E+00,-1.96E+00,-7.58E-06,1.23E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.06E-06,1.23E+02
-5.00E-02,6.51E-01,-6.51E-01,-2.53E-06,1.24E+02
0.00E+00,3.94E-05,3.94E-05,1.53E-10,1.24E+02
0.00E+00,1.02E-05,1.02E-05,3.97E-11,0.00E+00
5.00E-02,6.50E-01,6.50E-01,2.52E-06,7.69E-01
1.00E-01,1.30E+00,1.30E+00,5.04E-06,9.57E-01
1.50E-01,1.95E+00,1.95E+00,7.55E-06,1.14E+00
2.00E-01,2.59E+00,2.59E+00,1.01E-05,1.33E+00
2.50E-01,3.24E+00,3.24E+00,1.26E-05,1.91E+00
3.00E-01,3.89E+00,3.89E+00,1.51E-05,2.10E+00
3.50E-01,4.54E+00,4.54E+00,1.76E-05,2.29E+00
4.00E-01,5.18E+00,5.18E+00,2.01E-05,2.47E+00
4.50E-01,5.83E+00,5.83E+00,2.26E-05,2.66E+00
5.00E-01,6.47E+00,6.47E+00,2.51E-05,2.85E+00
5.00E-01,6.47E+00,6.47E+00,2.51E-05,3.04E+00
4.50E-01,5.83E+00,5.83E+00,2.26E-05,3.23E+00
4.00E-01,5.18E+00,5.18E+00,2.01E-05,3.41E+00
3.50E-01,4.53E+00,4.53E+00,1.76E-05,3.60E+00
3.00E-01,3.89E+00,3.89E+00,1.51E-05,3.79E+00
2.50E-01,3.24E+00,3.24E+00,1.26E-05,3.98E+00
2.00E-01,2.59E+00,2.59E+00,1.01E-05,4.17E+00
1.50E-01,1.95E+00,1.95E+00,7.55E-06,4.55E+00
1.00E-01,1.30E+00,1.30E+00,5.04E-06,4.74E+00
5.00E-02,6.50E-01,6.50E-01,2.52E-06,4.92E+00
0.00E+00,7.67E-06,7.67E-06,2.97E-11,6.24E+00
-5.00E-02,6.47E-01,-6.47E-01,-2.51E-06,7.00E+00
-1.00E-01,1.30E+00,-1.30E+00,-5.02E-06,7.19E+00
-1.50E-01,1.94E+00,-1.94E+00,-7.53E-06,7.38E+00
-2.00E-01,2.59E+00,-2.59E+00,-1.00E-05,7.57E+00
-2.50E-01,3.23E+00,-3.23E+00,-1.25E-05,8.15E+00
-3.00E-01,3.88E+00,-3.88E+00,-1.51E-05,8.33E+00
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,8.52E+00
-4.00E-01,5.17E+00,-5.17E+00,-2.01E-05,8.71E+00
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,8.90E+00
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,9.09E+00
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,9.27E+00
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,9.46E+00
-4.00E-01,5.17E+00,-5.17E+00,-2.01E-05,9.65E+00
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,9.84E+00
-3.00E-01,3.88E+00,-3.88E+00,-1.51E-05,1.00E+01
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,1.02E+01
-2.00E-01,2.59E+00,-2.59E+00,-1.00E-05,1.04E+01
-1.50E-01,1.94E+00,-1.94E+00,-7.54E-06,1.08E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,1.10E+01
-5.00E-02,6.47E-01,-6.47E-01,-2.51E-06,1.12E+01
0.00E+00,3.93E-05,3.93E-05,1.52E-10,1.18E+01
0.00E+00,6.14E-06,6.14E-06,2.38E-11,1.27E+01
5.00E-02,6.50E-01,6.50E-01,2.52E-06,1.34E+01
1.00E-01,1.30E+00,1.30E+00,5.04E-06,1.36E+01
1.50E-01,1.95E+00,1.95E+00,7.56E-06,1.38E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,1.40E+01
2.50E-01,3.24E+00,3.24E+00,1.26E-05,1.46E+01
3.00E-01,3.89E+00,3.89E+00,1.51E-05,1.48E+01
3.50E-01,4.54E+00,4.54E+00,1.76E-05,1.49E+01
4.00E-01,5.19E+00,5.19E+00,2.01E-05,1.51E+01
4.50E-01,5.83E+00,5.83E+00,2.26E-05,1.53E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,1.55E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,1.57E+01
4.50E-01,5.83E+00,5.83E+00,2.26E-05,1.59E+01
4.00E-01,5.18E+00,5.18E+00,2.01E-05,1.61E+01
3.50E-01,4.54E+00,4.54E+00,1.76E-05,1.63E+01
3.00E-01,3.89E+00,3.89E+00,1.51E-05,1.65E+01
2.50E-01,3.24E+00,3.24E+00,1.26E-05,1.66E+01
2.00E-01,2.59E+00,2.59E+00,1.01E-05,1.68E+01
1.50E-01,1.95E+00,1.95E+00,7.55E-06,1.72E+01
1.00E-01,1.30E+00,1.30E+00,5.04E-06,1.74E+01
5.00E-02,6.50E-01,6.50E-01,2.52E-06,1.76E+01
0.00E+00,1.01E-05,1.01E-05,3.90E-11,1.89E+01
-5.00E-02,6.47E-01,-6.47E-01,-2.51E-06,1.97E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,1.99E+01
-1.50E-01,1.94E+00,-1.94E+00,-7.54E-06,2.00E+01
-2.00E-01,2.59E+00,-2.59E+00,-1.00E-05,2.02E+01
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,2.08E+01
-3.00E-01,3.88E+00,-3.88E+00,-1.51E-05,2.10E+01
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,2.12E+01
-4.00E-01,5.17E+00,-5.17E+00,-2.01E-05,2.14E+01
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,2.16E+01
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,2.17E+01
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,2.19E+01
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,2.21E+01
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,2.23E+01
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,2.25E+01
-3.00E-01,3.88E+00,-3.88E+00,-1.51E-05,2.27E+01
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,2.29E+01
-2.00E-01,2.59E+00,-2.59E+00,-1.01E-05,2.31E+01
-1.50E-01,1.94E+00,-1.94E+00,-7.54E-06,2.34E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,2.36E+01
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,2.38E+01
0.00E+00,2.78E-05,2.78E-05,1.08E-10,2.44E+01
0.00E+00,3.27E-05,3.27E-05,1.27E-10,2.46E+01
5.00E-02,6.51E-01,6.51E-01,2.52E-06,2.54E+01
1.00E-01,1.30E+00,1.30E+00,5.04E-06,2.56E+01
1.50E-01,1.95E+00,1.95E+00,7.56E-06,2.58E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,2.60E+01
2.50E-01,3.24E+00,3.24E+00,1.26E-05,2.65E+01
3.00E-01,3.89E+00,3.89E+00,1.51E-05,2.67E+01
3.50E-01,4.54E+00,4.54E+00,1.76E-05,2.69E+01
4.00E-01,5.19E+00,5.19E+00,2.01E-05,2.71E+01
4.50E-01,5.83E+00,5.83E+00,2.26E-05,2.73E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,2.75E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,2.77E+01
4.50E-01,5.83E+00,5.83E+00,2.26E-05,2.78E+01
4.00E-01,5.19E+00,5.19E+00,2.01E-05,2.80E+01
3.50E-01,4.54E+00,4.54E+00,1.76E-05,2.82E+01
3.00E-01,3.89E+00,3.89E+00,1.51E-05,2.84E+01
2.50E-01,3.24E+00,3.24E+00,1.26E-05,2.86E+01
2.00E-01,2.59E+00,2.59E+00,1.01E-05,2.88E+01
1.50E-01,1.95E+00,1.95E+00,7.55E-06,2.92E+01
1.00E-01,1.30E+00,1.30E+00,5.04E-06,2.94E+01
5.00E-02,6.50E-01,6.50E-01,2.52E-06,2.95E+01
0.00E+00,7.56E-06,7.56E-06,2.93E-11,3.09E+01
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,3.16E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,3.18E+01
-1.50E-01,1.94E+00,-1.94E+00,-7.54E-06,3.20E+01
-2.00E-01,2.59E+00,-2.59E+00,-1.00E-05,3.22E+01
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,3.28E+01
-3.00E-01,3.88E+00,-3.88E+00,-1.51E-05,3.30E+01
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,3.31E+01
-4.00E-01,5.17E+00,-5.17E+00,-2.01E-05,3.33E+01
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,3.35E+01
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,3.37E+01
-5.00E-01,6.46E+00,-6.46E+00,-2.51E-05,3.39E+01
-4.50E-01,5.82E+00,-5.82E+00,-2.26E-05,3.41E+01
-4.00E-01,5.18E+00,-5.18E+00,-2.01E-05,3.43E+01
-3.50E-01,4.53E+00,-4.53E+00,-1.76E-05,3.45E+01
-3.00E-01,3.88E+00,-3.88E+00,-1.51E-05,3.46E+01
-2.50E-01,3.24E+00,-3.24E+00,-1.26E-05,3.48E+01
-2.00E-01,2.59E+00,-2.59E+00,-1.01E-05,3.50E+01
-1.50E-01,1.94E+00,-1.94E+00,-7.54E-06,3.54E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.03E-06,3.56E+01
-5.00E-02,6.48E-01,-6.48E-01,-2.51E-06,3.58E+01
0.00E+00,7.61E-06,7.61E-06,2.95E-11,3.71E+01
0.00E+00,5.33E-06,5.33E-06,2.07E-11,3.76E+01
5.00E-02,6.51E-01,6.51E-01,2.52E-06,3.84E+01
1.00E-01,1.30E+00,1.30E+00,5.04E-06,3.86E+01
1.50E-01,1.95E+00,1.95E+00,7.56E-06,3.88E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,3.90E+01
2.50E-01,3.24E+00,3.24E+00,1.26E-05,3.95E+01
3.00E-01,3.89E+00,3.89E+00,1.51E-05,3.97E+01
3.50E-01,4.54E+00,4.54E+00,1.76E-05,3.99E+01
4.00E-01,5.19E+00,5.19E+00,2.01E-05,4.01E+01
4.50E-01,5.83E+00,5.83E+00,2.26E-05,4.03E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,4.05E+01
5.00E-01,6.48E+00,6.48E+00,2.51E-05,4.07E+01
4.50E-01,5.83E+00,5.83E+00,2.26E-05,4.08E+01
