Voltage,Abs_J (Current Density),J (Current Density),Current,Time
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,2.08E+01
-4.00E-01,5.19E+00,-5.19E+00,-2.01E-05,2.10E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,2.12E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,2.14E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,2.16E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,2.18E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,2.19E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,2.21E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,2.23E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,2.25E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,2.27E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,2.31E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,2.33E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,2.35E+01
0.00E+00,3.39E-05,3.39E-05,1.31E-10,2.41E+01
0.00E+00,2.62E-05,2.62E-05,1.02E-10,2.43E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,2.50E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,2.52E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,2.54E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,2.56E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,2.62E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,2.64E+01
3.50E-01,4.55E+00,4.55E+00,1.77E-05,2.65E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,2.67E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,2.69E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,2.71E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,2.73E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,2.75E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,2.77E+01
3.50E-01,4.55E+00,4.55E+00,1.77E-05,2.79E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,2.80E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,2.82E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,2.84E+01
1.50E-01,1.95E+00,1.95E+00,7.58E-06,2.88E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,2.90E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,2.92E+01
0.00E+00,9.62E-06,9.62E-06,3.73E-11,3.05E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,3.13E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,3.15E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,3.16E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,3.18E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,3.24E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,3.26E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,3.28E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,3.30E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,3.32E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,3.33E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,3.35E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,3.37E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,3.39E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,3.41E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,3.43E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,3.45E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,3.47E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,3.50E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,3.52E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,3.54E+01
0.00E+00,8.08E-06,8.08E-06,3.14E-11,3.67E+01
0.00E+00,5.21E-06,5.21E-06,2.02E-11,3.73E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,3.80E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,3.82E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,3.84E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,3.86E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,3.92E+01
3.00E-01,3.91E+00,3.91E+00,1.51E-05,3.94E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,3.95E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,3.97E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,3.99E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,4.01E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,4.03E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,4.05E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,4.07E+01
3.50E-01,4.55E+00,4.55E+00,1.77E-05,4.09E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,4.10E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,4.12E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,4.14E+01
1.50E-01,1.95E+00,1.95E+00,7.58E-06,4.18E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,4.20E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,4.22E+01
0.00E+00,3.58E-05,3.58E-05,1.39E-10,4.28E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,4.36E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,4.37E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,4.39E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,4.41E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,4.47E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,4.49E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,4.51E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,4.53E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,4.55E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,4.56E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,4.58E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,4.60E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,4.62E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,4.64E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,4.66E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,4.68E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,4.70E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,4.73E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,4.75E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,4.77E+01
0.00E+00,2.89E-05,2.89E-05,1.12E-10,4.83E+01
0.00E+00,2.86E-05,2.86E-05,1.11E-10,4.85E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,4.93E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,4.95E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,4.97E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,4.98E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,5.04E+01
3.00E-01,3.91E+00,3.91E+00,1.51E-05,5.06E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,5.08E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,5.10E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,5.12E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,5.14E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,5.16E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,5.17E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,5.19E+01
3.50E-01,4.55E+00,4.55E+00,1.77E-05,5.21E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,5.23E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,5.25E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,5.27E+01
1.50E-01,1.95E+00,1.95E+00,7.58E-06,5.31E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,5.33E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,5.34E+01
0.00E+00,1.04E-05,1.04E-05,4.03E-11,5.48E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,5.55E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,5.57E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,5.59E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,5.61E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,5.67E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,5.68E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,5.70E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,5.72E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,5.74E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,5.76E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,5.78E+01
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,5.80E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,5.82E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,5.84E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,5.85E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,5.87E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,5.89E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,5.93E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,5.95E+01
-5.00E-02,6.51E-01,-6.51E-01,-2.52E-06,5.97E+01
0.00E+00,3.32E-05,3.32E-05,1.29E-10,6.03E+01
0.00E+00,3.10E-05,3.10E-05,1.20E-10,6.05E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,6.12E+01
1.00E-01,1.31E+00,1.31E+00,5.06E-06,6.14E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,6.16E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,6.18E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,6.24E+01
3.00E-01,3.91E+00,3.91E+00,1.52E-05,6.26E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,6.28E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,6.30E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,6.31E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,6.33E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,6.35E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,6.37E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,6.39E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,6.41E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,6.43E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,6.45E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,6.46E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,6.50E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,6.52E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,6.54E+01
0.00E+00,5.85E-06,5.85E-06,2.27E-11,6.67E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,6.75E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,6.77E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,6.79E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,6.80E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,6.86E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,6.88E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,6.90E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,6.92E+01
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,6.94E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,6.96E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,6.98E+01
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,6.99E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,7.01E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,7.03E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,7.05E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,7.07E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,7.09E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.58E-06,7.13E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,7.15E+01
-5.00E-02,6.51E-01,-6.51E-01,-2.52E-06,7.16E+01
0.00E+00,8.21E-06,8.21E-06,3.19E-11,7.30E+01
0.00E+00,5.49E-06,5.49E-06,2.13E-11,7.35E+01
5.00E-02,6.54E-01,6.54E-01,2.53E-06,7.42E+01
1.00E-01,1.31E+00,1.31E+00,5.06E-06,7.44E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,7.46E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,7.48E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,7.54E+01
3.00E-01,3.91E+00,3.91E+00,1.52E-05,7.56E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,7.58E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,7.59E+01
4.50E-01,5.86E+00,5.86E+00,2.27E-05,7.61E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,7.63E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,7.65E+01
4.50E-01,5.86E+00,5.86E+00,2.27E-05,7.67E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,7.69E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,7.71E+01
3.00E-01,3.91E+00,3.91E+00,1.51E-05,7.73E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,7.75E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,7.76E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,7.80E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,7.82E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,7.84E+01
0.00E+00,4.13E-05,4.13E-05,1.60E-10,7.90E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,7.98E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,8.00E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,8.02E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,8.03E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,8.09E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,8.11E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,8.13E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,8.15E+01
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,8.17E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,8.19E+01
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,8.20E+01
-4.50E-01,5.85E+00,-5.85E+00,-2.27E-05,8.22E+01
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,8.24E+01
-3.50E-01,4.55E+00,-4.55E+00,-1.77E-05,8.26E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,8.28E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,8.30E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,8.32E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.58E-06,8.36E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,8.37E+01
-5.00E-02,6.51E-01,-6.51E-01,-2.52E-06,8.39E+01
0.00E+00,3.27E-05,3.27E-05,1.27E-10,8.45E+01
0.00E+00,2.70E-05,2.70E-05,1.05E-10,8.47E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,8.55E+01
1.00E-01,1.31E+00,1.31E+00,5.06E-06,8.57E+01
1.50E-01,1.96E+00,1.96E+00,7.59E-06,8.59E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,8.61E+01
2.50E-01,3.26E+00,3.26E+00,1.26E-05,8.66E+01
3.00E-01,3.91E+00,3.91E+00,1.52E-05,8.68E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,8.70E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,8.72E+01
4.50E-01,5.86E+00,5.86E+00,2.27E-05,8.74E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,8.76E+01
5.00E-01,6.50E+00,6.50E+00,2.52E-05,8.78E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,8.80E+01
4.00E-01,5.21E+00,5.21E+00,2.02E-05,8.81E+01
3.50E-01,4.56E+00,4.56E+00,1.77E-05,8.83E+01
3.00E-01,3.91E+00,3.91E+00,1.51E-05,8.85E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,8.87E+01
2.00E-01,2.61E+00,2.61E+00,1.01E-05,8.89E+01
1.50E-01,1.96E+00,1.96E+00,7.58E-06,8.93E+01
1.00E-01,1.30E+00,1.30E+00,5.06E-06,8.95E+01
5.00E-02,6.53E-01,6.53E-01,2.53E-06,8.97E+01
0.00E+00,1.04E-05,1.04E-05,4.03E-11,9.10E+01
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,9.17E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,9.19E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,9.21E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,9.23E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,9.29E+01
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,9.31E+01
-3.50E-01,4.54E+00,-4.54E+00,-1.76E-05,9.33E+01
-4.00E-01,5.19E+00,-5.19E+00,-2.01E-05,9.34E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.26E-05,9.36E+01
-5.00E-01,6.48E+00,-6.48E+00,-2.51E-05,9.38E+01
-5.00E-01,6.48E+00,-6.48E+00,-2.51E-05,9.40E+01
-4.50E-01,5.84E+00,-5.84E+00,-2.26E-05,9.42E+01
-4.00E-01,5.19E+00,-5.19E+00,-2.01E-05,9.44E+01
-3.50E-01,4.54E+00,-4.54E+00,-1.76E-05,9.46E+01
-3.00E-01,3.89E+00,-3.89E+00,-1.51E-05,9.48E+01
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,9.50E+01
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,9.51E+01
-1.50E-01,1.95E+00,-1.95E+00,-7.56E-06,9.55E+01
-1.00E-01,1.30E+00,-1.30E+00,-5.04E-06,9.57E+01
-5.00E-02,6.49E-01,-6.49E-01,-2.52E-06,9.59E+01
0.00E+00,3.96E-05,3.96E-05,1.54E-10,9.65E+01
0.00E+00,5.74E-06,5.74E-06,2.22E-11,9.74E+01
5.00E-02,6.52E-01,6.52E-01,2.53E-06,9.82E+01
1.00E-01,1.30E+00,1.30E+00,5.05E-06,9.84E+01
1.50E-01,1.95E+00,1.95E+00,7.58E-06,9.85E+01
2.00E-01,2.60E+00,2.60E+00,1.01E-05,9.87E+01
2.50E-01,3.25E+00,3.25E+00,1.26E-05,9.93E+01
3.00E-01,3.90E+00,3.90E+00,1.51E-05,9.95E+01
3.50E-01,4.55E+00,4.55E+00,1.77E-05,9.97E+01
4.00E-01,5.20E+00,5.20E+00,2.02E-05,9.99E+01
4.50E-01,5.85E+00,5.85E+00,2.27E-05,1.00E+02
5.00E-01,6.50E+00,6.50E+00,2.52E-05,1.00E+02
5.00E-01,6.50E+00,6.50E+00,2.52E-05,1.00E+02
4.50E-01,5.85E+00,5.85E+00,2.27E-05,1.01E+02
4.00E-01,5.20E+00,5.20E+00,2.02E-05,1.01E+02
3.50E-01,4.55E+00,4.55E+00,1.76E-05,1.01E+02
3.00E-01,3.90E+00,3.90E+00,1.51E-05,1.01E+02
2.50E-01,3.25E+00,3.25E+00,1.26E-05,1.01E+02
2.00E-01,2.60E+00,2.60E+00,1.01E-05,1.02E+02
1.50E-01,1.95E+00,1.95E+00,7.58E-06,1.02E+02
1.00E-01,1.30E+00,1.30E+00,5.05E-06,1.02E+02
5.00E-02,6.52E-01,6.52E-01,2.53E-06,1.02E+02
0.00E+00,1.01E-05,1.01E-05,3.93E-11,1.04E+02
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,1.04E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.04E-06,1.05E+02
-1.50E-01,1.95E+00,-1.95E+00,-7.56E-06,1.05E+02
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,1.05E+02
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,1.06E+02
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,1.06E+02
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,1.06E+02
-4.00E-01,5.19E+00,-5.19E+00,-2.01E-05,1.06E+02
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,1.06E+02
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,1.06E+02
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,1.07E+02
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,1.07E+02
-4.00E-01,5.20E+00,-5.20E+00,-2.02E-05,1.07E+02
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,1.07E+02
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,1.07E+02
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,1.08E+02
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,1.08E+02
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,1.08E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,1.08E+02
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,1.09E+02
0.00E+00,7.65E-06,7.65E-06,2.97E-11,1.10E+02
0.00E+00,5.37E-06,5.37E-06,2.08E-11,1.10E+02
5.00E-02,6.53E-01,6.53E-01,2.53E-06,1.11E+02
1.00E-01,1.30E+00,1.30E+00,5.06E-06,1.11E+02
1.50E-01,1.96E+00,1.96E+00,7.58E-06,1.12E+02
2.00E-01,2.61E+00,2.61E+00,1.01E-05,1.12E+02
2.50E-01,3.25E+00,3.25E+00,1.26E-05,1.12E+02
3.00E-01,3.90E+00,3.90E+00,1.51E-05,1.12E+02
3.50E-01,4.55E+00,4.55E+00,1.77E-05,1.13E+02
4.00E-01,5.20E+00,5.20E+00,2.02E-05,1.13E+02
4.50E-01,5.85E+00,5.85E+00,2.27E-05,1.13E+02
5.00E-01,6.50E+00,6.50E+00,2.52E-05,1.13E+02
5.00E-01,6.50E+00,6.50E+00,2.52E-05,1.13E+02
4.50E-01,5.85E+00,5.85E+00,2.27E-05,1.14E+02
4.00E-01,5.20E+00,5.20E+00,2.02E-05,1.14E+02
3.50E-01,4.55E+00,4.55E+00,1.77E-05,1.14E+02
3.00E-01,3.90E+00,3.90E+00,1.51E-05,1.14E+02
2.50E-01,3.25E+00,3.25E+00,1.26E-05,1.14E+02
2.00E-01,2.60E+00,2.60E+00,1.01E-05,1.15E+02
1.50E-01,1.95E+00,1.95E+00,7.58E-06,1.15E+02
1.00E-01,1.30E+00,1.30E+00,5.06E-06,1.15E+02
5.00E-02,6.53E-01,6.53E-01,2.53E-06,1.15E+02
0.00E+00,4.10E-05,4.10E-05,1.59E-10,1.16E+02
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,1.17E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.04E-06,1.17E+02
-1.50E-01,1.95E+00,-1.95E+00,-7.56E-06,1.17E+02
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,1.17E+02
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,1.18E+02
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,1.18E+02
-3.50E-01,4.54E+00,-4.54E+00,-1.76E-05,1.18E+02
-4.00E-01,5.19E+00,-5.19E+00,-2.01E-05,1.18E+02
-4.50E-01,5.84E+00,-5.84E+00,-2.26E-05,1.19E+02
-5.00E-01,6.48E+00,-6.48E+00,-2.51E-05,1.19E+02
-5.00E-01,6.49E+00,-6.49E+00,-2.52E-05,1.19E+02
-4.50E-01,5.84E+00,-5.84E+00,-2.27E-05,1.19E+02
-4.00E-01,5.19E+00,-5.19E+00,-2.01E-05,1.19E+02
-3.50E-01,4.55E+00,-4.55E+00,-1.76E-05,1.20E+02
-3.00E-01,3.90E+00,-3.90E+00,-1.51E-05,1.20E+02
-2.50E-01,3.25E+00,-3.25E+00,-1.26E-05,1.20E+02
-2.00E-01,2.60E+00,-2.60E+00,-1.01E-05,1.20E+02
-1.50E-01,1.95E+00,-1.95E+00,-7.57E-06,1.20E+02
-1.00E-01,1.30E+00,-1.30E+00,-5.05E-06,1.21E+02
-5.00E-02,6.50E-01,-6.50E-01,-2.52E-06,1.21E+02
0.00E+00,3.88E-05,3.88E-05,1.50E-10,1.21E+02
