8.57E-08,8.92E-08,-7.02E-08,-4.13E-08,8.34E-08,4.95E-08,6.36E-08,9.00E-08,7.87E-08,6.84E-08,4.97E-08,AVERAGE RESULTS->>>,AbsJ,,J,,I,,,COLLAPSE RESULTS->>>,Final AbsJ,,Final J,,Final I,,1.70E-07,8.57E-08,3.32E-13
-1.36E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.26E-07,-1.36E-07,-5.27E-13
-1.35E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.25E-07,-1.35E-07,-5.22E-13
-1.40E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.34E-07,-1.40E-07,-5.44E-13
-1.36E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.27E-07,-1.36E-07,-5.28E-13
-3.69E-08,,,,,,,,,,,,,,,,,,,,,,,,,,8.25E-08,-3.69E-08,-1.43E-13
4.97E-08,,,,,,,,,,,,,,,,,,,,,,,,,,8.29E-08,4.97E-08,1.93E-13
5.81E-08,,,,,,,,,,,,,,,,,,,,,,,,,,9.68E-08,5.81E-08,2.25E-13
5.66E-08,,,,,,,,,,,,,,,,,,,,,,,,,,9.44E-08,5.66E-08,2.19E-13
9.29E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.55E-07,9.29E-08,3.60E-13
6.38E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.06E-07,6.38E-08,2.47E-13
1.04E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.92E-07,1.04E-07,4.05E-13
1.99E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.32E-07,1.99E-07,7.73E-13
4.91E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.71E-07,4.91E-08,1.90E-13
3.35E-07,,,,,,,,,,,,,,,,,,,,,,,,,,5.59E-07,3.35E-07,1.30E-12
-7.02E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.35E-07,-7.02E-08,-2.72E-13
-5.37E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.52E-07,-5.37E-08,-2.09E-13
-8.07E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.69E-07,-8.07E-08,-3.13E-13
1.70E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.83E-07,1.70E-07,6.58E-13
3.87E-07,,,,,,,,,,,,,,,,,,,,,,,,,,6.74E-07,3.87E-07,1.50E-12
2.87E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.78E-07,2.87E-07,1.11E-12
1.54E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.57E-07,1.54E-07,5.99E-13
8.99E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.50E-07,8.99E-08,3.48E-13
1.10E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.83E-07,1.10E-07,4.26E-13
1.35E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.24E-07,1.35E-07,5.22E-13
8.38E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.40E-07,8.38E-08,3.24E-13
7.71E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.28E-07,7.71E-08,2.99E-13
4.49E-09,,,,,,,,,,,,,,,,,,,,,,,,,,2.75E-08,4.49E-09,1.74E-14
-9.03E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.51E-07,-9.03E-08,-3.50E-13
-1.11E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.84E-07,-1.11E-07,-4.30E-13
-1.14E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.90E-07,-1.14E-07,-4.41E-13
-1.53E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.55E-07,-1.53E-07,-5.92E-13
-1.99E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.32E-07,-1.99E-07,-7.74E-13
-9.11E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.59E-07,-9.11E-08,-3.53E-13
-1.51E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.52E-07,-1.51E-07,-5.86E-13
-7.91E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.61E-07,-7.91E-08,-3.07E-13
-1.67E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.85E-07,-1.67E-08,-6.46E-14
-2.66E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.44E-07,-2.66E-07,-1.03E-12
-2.60E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.82E-07,-2.60E-07,-1.01E-12
-1.51E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.52E-07,-1.51E-07,-5.86E-13
-6.73E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.72E-07,-6.73E-08,-2.61E-13
-1.39E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.32E-07,-1.39E-07,-5.40E-13
-1.73E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.88E-07,-1.73E-07,-6.71E-13
-4.54E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.04E-07,-4.54E-08,-1.76E-13
-1.44E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.39E-07,-1.44E-07,-5.56E-13
-1.88E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.13E-07,-1.88E-07,-7.30E-13
-8.98E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.31E-07,-8.98E-08,-3.48E-13
-1.56E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.60E-07,-1.56E-07,-6.04E-13
-3.80E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.25E-07,-3.80E-08,-1.48E-13
1.09E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.81E-07,1.09E-07,4.22E-13
5.64E-08,,,,,,,,,,,,,,,,,,,,,,,,,,9.72E-08,5.64E-08,2.19E-13
-1.77E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.64E-07,-1.77E-07,-6.92E-13
1.01E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.05E-07,1.01E-07,3.90E-13
1.08E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.86E-07,1.08E-07,4.18E-13
6.30E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.05E-07,6.30E-08,2.45E-13
1.28E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.13E-07,1.28E-07,4.95E-13
1.04E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.74E-07,1.04E-07,4.04E-13
1.14E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.89E-07,1.14E-07,4.41E-13
-4.13E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.59E-07,-4.13E-08,-1.61E-13
-4.32E-08,,,,,,,,,,,,,,,,,,,,,,,,,,9.67E-08,-4.32E-08,-1.68E-13
1.08E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.79E-07,1.08E-07,4.17E-13
8.94E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.49E-07,8.94E-08,3.46E-13
1.97E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.44E-07,1.97E-07,7.63E-13
4.98E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.31E-07,4.98E-08,1.93E-13
4.88E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.36E-07,4.88E-08,1.90E-13
1.22E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.03E-07,1.22E-07,4.73E-13
7.77E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.69E-07,7.77E-08,3.02E-13
1.13E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.89E-07,1.13E-07,4.39E-13
3.06E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.07E-07,3.06E-08,1.18E-13
7.19E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.20E-07,7.19E-08,2.79E-13
5.22E-08,,,,,,,,,,,,,,,,,,,,,,,,,,8.80E-08,5.22E-08,2.03E-13
-9.10E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.52E-07,-9.10E-08,-3.53E-13
-9.38E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.56E-07,-9.38E-08,-3.64E-13
-9.76E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.63E-07,-9.76E-08,-3.78E-13
-1.27E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.11E-07,-1.27E-07,-4.91E-13
-1.00E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.67E-07,-1.00E-07,-3.89E-13
-1.21E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.02E-07,-1.21E-07,-4.70E-13
-1.28E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.14E-07,-1.28E-07,-4.97E-13
-1.67E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.78E-07,-1.67E-07,-6.48E-13
-1.24E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.07E-07,-1.24E-07,-4.81E-13
-1.01E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.69E-07,-1.01E-07,-3.93E-13
-1.25E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.08E-07,-1.25E-07,-4.83E-13
-1.34E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.23E-07,-1.34E-07,-5.20E-13
-1.74E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.89E-07,-1.74E-07,-6.72E-13
-1.43E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.38E-07,-1.43E-07,-5.55E-13
-1.28E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.13E-07,-1.28E-07,-4.96E-13
-1.74E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.90E-07,-1.74E-07,-6.74E-13
-1.44E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.40E-07,-1.44E-07,-5.60E-13
-1.42E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.36E-07,-1.42E-07,-5.50E-13
-1.19E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.98E-07,-1.19E-07,-4.62E-13
-1.33E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.21E-07,-1.33E-07,-5.15E-13
-4.23E-08,,,,,,,,,,,,,,,,,,,,,,,,,,7.46E-08,-4.23E-08,-1.64E-13
4.46E-08,,,,,,,,,,,,,,,,,,,,,,,,,,7.44E-08,4.46E-08,1.73E-13
5.80E-09,,,,,,,,,,,,,,,,,,,,,,,,,,1.70E-07,5.80E-09,2.20E-14
1.31E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.19E-07,1.31E-07,5.08E-13
9.10E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.52E-07,9.10E-08,3.53E-13
8.57E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.43E-07,8.57E-08,3.32E-13
9.30E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.55E-07,9.30E-08,3.61E-13
8.37E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.39E-07,8.37E-08,3.25E-13
8.20E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.37E-07,8.20E-08,3.18E-13
7.08E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.18E-07,7.08E-08,2.75E-13
8.34E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.39E-07,8.34E-08,3.24E-13
1.54E-08,,,,,,,,,,,,,,,,,,,,,,,,,,5.28E-08,1.54E-08,5.95E-14
7.80E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.30E-07,7.80E-08,3.03E-13
1.31E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.18E-07,1.31E-07,5.07E-13
1.35E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.26E-07,1.35E-07,5.25E-13
1.07E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.78E-07,1.07E-07,4.13E-13
7.63E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.27E-07,7.63E-08,2.96E-13
7.32E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.22E-07,7.32E-08,2.84E-13
1.35E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.26E-07,1.35E-07,5.25E-13
-2.34E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.07E-07,-2.34E-08,-8.98E-14
1.98E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.30E-07,1.98E-07,7.67E-13
8.96E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.31E-07,8.96E-08,3.48E-13
2.45E-09,,,,,,,,,,,,,,,,,,,,,,,,,,9.23E-08,2.45E-09,9.66E-15
-2.83E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.34E-07,-2.83E-08,-1.10E-13
-1.21E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.02E-07,-1.21E-07,-4.70E-13
-1.16E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.05E-07,-1.16E-07,-4.50E-13
-1.41E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.34E-07,-1.41E-07,-5.45E-13
-1.25E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.08E-07,-1.25E-07,-4.84E-13
-1.12E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.87E-07,-1.12E-07,-4.36E-13
-1.26E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.10E-07,-1.26E-07,-4.90E-13
-1.09E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.82E-07,-1.09E-07,-4.24E-13
-1.08E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.81E-07,-1.08E-07,-4.20E-13
-1.22E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.03E-07,-1.22E-07,-4.72E-13
-1.42E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.37E-07,-1.42E-07,-5.53E-13
-1.70E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.84E-07,-1.70E-07,-6.61E-13
-8.48E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.73E-07,-8.48E-08,-3.28E-13
3.73E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.89E-07,3.73E-08,1.46E-13
-7.20E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.20E-07,-7.20E-08,-2.79E-13
-1.09E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.82E-07,-1.09E-07,-4.24E-13
-9.90E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.80E-07,-9.90E-08,-3.84E-13
-7.68E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.44E-07,-7.68E-08,-2.98E-13
-1.21E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.02E-07,-1.21E-07,-4.69E-13
-2.05E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.42E-07,-2.05E-07,-7.93E-13
-3.25E-07,,,,,,,,,,,,,,,,,,,,,,,,,,5.41E-07,-3.25E-07,-1.26E-12
2.20E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.66E-07,2.20E-07,8.50E-13
-2.22E-06,,,,,,,,,,,,,,,,,,,,,,,,,,3.97E-06,-2.22E-06,-8.64E-12
-9.99E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.84E-06,-9.99E-07,-3.87E-12
3.94E-07,,,,,,,,,,,,,,,,,,,,,,,,,,9.42E-07,3.94E-07,1.53E-12
1.28E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.95E-07,1.28E-08,5.04E-14
1.64E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.82E-07,1.64E-07,6.35E-13
2.48E-09,,,,,,,,,,,,,,,,,,,,,,,,,,2.48E-07,2.48E-09,8.60E-15
1.21E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.01E-07,1.21E-07,4.69E-13
8.46E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.95E-07,8.46E-08,3.28E-13
4.95E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.98E-07,4.95E-08,1.91E-13
6.79E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.99E-07,6.79E-08,2.64E-13
-4.38E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.78E-07,-4.38E-08,-1.69E-13
-2.20E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.87E-07,-2.20E-08,-8.52E-14
1.27E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.11E-07,1.27E-07,4.92E-13
7.91E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.32E-07,7.91E-08,3.07E-13
4.19E-07,,,,,,,,,,,,,,,,,,,,,,,,,,6.99E-07,4.19E-07,1.62E-12
2.79E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.66E-07,2.79E-07,1.08E-12
1.94E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.23E-07,1.94E-07,7.52E-13
1.46E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.43E-07,1.46E-07,5.67E-13
9.99E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.67E-07,9.99E-08,3.88E-13
1.45E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.42E-07,1.45E-07,5.63E-13
2.60E-08,,,,,,,,,,,,,,,,,,,,,,,,,,6.36E-08,2.60E-08,1.01E-13
-1.92E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.15E-07,-1.92E-08,-7.44E-14
-5.51E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.15E-07,-5.51E-08,-2.14E-13
-8.14E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.36E-07,-8.14E-08,-3.16E-13
-7.16E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.38E-07,-7.16E-08,-2.78E-13
-8.77E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.70E-07,-8.77E-08,-3.40E-13
-6.16E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.76E-07,-6.16E-08,-2.39E-13
4.40E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.03E-06,4.40E-07,1.72E-12
-6.28E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.05E-06,-6.28E-07,-2.43E-12
-2.85E-06,,,,,,,,,,,,,,,,,,,,,,,,,,4.75E-06,-2.85E-06,-1.10E-11
1.19E-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.31E-06,1.19E-06,4.63E-12
8.50E-08,,,,,,,,,,,,,,,,,,,,,,,,,,4.39E-07,8.50E-08,3.31E-13
-6.48E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.15E-07,-6.48E-08,-2.51E-13
-3.42E-07,,,,,,,,,,,,,,,,,,,,,,,,,,5.71E-07,-3.42E-07,-1.33E-12
7.79E-06,,,,,,,,,,,,,,,,,,,,,,,,,,1.33E-05,7.79E-06,3.02E-11
4.03E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.44E-06,4.03E-07,1.55E-12
-4.92E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.05E-07,-4.92E-08,-1.91E-13
2.20E-07,,,,,,,,,,,,,,,,,,,,,,,,,,7.67E-07,2.20E-07,8.51E-13
1.66E-07,,,,,,,,,,,,,,,,,,,,,,,,,,5.24E-07,1.66E-07,6.41E-13
9.73E-08,,,,,,,,,,,,,,,,,,,,,,,,,,4.26E-07,9.73E-08,3.78E-13
-1.18E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.97E-07,-1.18E-07,-4.58E-13
8.38E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.05E-07,8.38E-08,3.24E-13
1.27E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.11E-07,1.27E-07,4.91E-13
1.01E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.69E-07,1.01E-07,3.93E-13
