8.57E-08,8.92E-08,-7.02E-08,-4.13E-08,8.34E-08,4.95E-08,6.36E-08,9.00E-08,7.87E-08,6.84E-08,4.97E-08,AVERAGE RESULTS->>>,AbsJ,,J,,I,,,COLLAPSE RESULTS->>>,Final AbsJ,,Final J,,Final I,,1.70E-07,8.57E-08,3.32E-13
-6.29E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.23E-07,-6.29E-08,-2.43E-13
-3.78E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.34E-07,-3.78E-08,-1.47E-13
2.14E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.63E-07,2.14E-08,8.35E-14
5.39E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.55E-07,5.39E-08,2.09E-13
-1.04E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.93E-07,-1.04E-08,-4.04E-14
4.29E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.59E-07,4.29E-08,1.67E-13
9.08E-09,,,,,,,,,,,,,,,,,,,,,,,,,,2.10E-07,9.08E-09,3.39E-14
6.36E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.73E-07,6.36E-08,2.47E-13
-8.01E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.86E-07,-8.01E-08,-3.10E-13
7.71E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.13E-07,7.71E-08,2.99E-13
3.66E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.24E-07,3.66E-08,1.42E-13
6.54E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.78E-07,6.54E-08,2.53E-13
5.57E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.49E-07,5.57E-08,2.16E-13
3.61E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.00E-07,3.61E-08,1.40E-13
-6.41E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.30E-07,-6.41E-08,-2.50E-13
-1.26E-09,,,,,,,,,,,,,,,,,,,,,,,,,,3.23E-07,-1.26E-09,-5.40E-15
-8.42E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.04E-07,-8.42E-08,-3.27E-13
3.04E-09,,,,,,,,,,,,,,,,,,,,,,,,,,1.68E-07,3.04E-09,1.16E-14
8.70E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.76E-07,8.70E-08,3.38E-13
-7.98E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.55E-07,-7.98E-08,-3.08E-13
-1.29E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.50E-07,-1.29E-07,-5.02E-13
-1.84E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.07E-07,-1.84E-07,-7.15E-13
-1.20E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.01E-07,-1.20E-07,-4.66E-13
-6.38E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.75E-07,-6.38E-08,-2.46E-13
-7.19E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.88E-07,-7.19E-08,-2.78E-13
-2.03E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.73E-07,-2.03E-07,-7.88E-13
-2.02E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.36E-07,-2.02E-07,-7.82E-13
-7.74E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.07E-07,-7.74E-08,-3.01E-13
-1.88E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.13E-07,-1.88E-07,-7.28E-13
-1.63E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.71E-07,-1.63E-07,-6.31E-13
-1.68E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.81E-07,-1.68E-07,-6.52E-13
-1.64E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.74E-07,-1.64E-07,-6.37E-13
-1.18E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.45E-07,-1.18E-07,-4.56E-13
-3.05E-07,,,,,,,,,,,,,,,,,,,,,,,,,,5.08E-07,-3.05E-07,-1.18E-12
-1.56E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.60E-07,-1.56E-07,-6.06E-13
-2.03E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.38E-07,-2.03E-07,-7.87E-13
-2.45E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.08E-07,-2.45E-07,-9.48E-13
-1.98E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.42E-07,-1.98E-08,-7.60E-14
-1.80E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.35E-07,-1.80E-07,-6.97E-13
-3.24E-07,,,,,,,,,,,,,,,,,,,,,,,,,,5.40E-07,-3.24E-07,-1.25E-12
5.10E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.81E-07,5.10E-08,1.98E-13
-2.91E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.32E-07,-2.91E-08,-1.13E-13
1.28E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.67E-07,1.28E-08,4.94E-14
1.29E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.83E-07,1.29E-07,5.01E-13
5.66E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.60E-07,5.66E-08,2.20E-13
3.43E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.10E-07,3.43E-08,1.34E-13
1.06E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.57E-07,1.06E-07,4.12E-13
9.36E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.08E-07,9.36E-08,3.64E-13
1.01E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.20E-07,1.01E-07,3.93E-13
1.06E-08,,,,,,,,,,,,,,,,,,,,,,,,,,9.77E-08,1.06E-08,4.07E-14
9.00E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.96E-07,9.00E-08,3.49E-13
-2.91E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.78E-07,-2.91E-08,-1.13E-13
5.84E-09,,,,,,,,,,,,,,,,,,,,,,,,,,2.01E-07,5.84E-09,2.20E-14
9.98E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.13E-07,9.98E-08,3.87E-13
3.64E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.40E-07,3.64E-08,1.41E-13
8.84E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.17E-07,8.84E-08,3.44E-13
7.46E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.51E-07,7.46E-08,2.90E-13
-9.55E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.68E-07,-9.55E-08,-3.70E-13
1.03E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.29E-07,1.03E-07,3.98E-13
1.22E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.98E-07,1.22E-07,4.73E-13
9.04E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.09E-07,9.04E-08,3.51E-13
9.72E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.62E-07,9.72E-08,3.77E-13
-3.05E-08,,,,,,,,,,,,,,,,,,,,,,,,,,8.97E-08,-3.05E-08,-1.18E-13
-1.65E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.75E-07,-1.65E-07,-6.40E-13
-1.29E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.15E-07,-1.29E-07,-5.00E-13
-1.33E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.22E-07,-1.33E-07,-5.18E-13
-1.48E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.46E-07,-1.48E-07,-5.73E-13
-1.16E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.93E-07,-1.16E-07,-4.49E-13
-1.25E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.28E-07,-1.25E-07,-4.82E-13
-2.00E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.34E-07,-2.00E-07,-7.77E-13
-1.10E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.62E-07,-1.10E-07,-4.28E-13
-2.08E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.47E-07,-2.08E-07,-8.06E-13
-9.48E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.00E-07,-9.48E-08,-3.68E-13
-9.81E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.39E-07,-9.81E-08,-3.81E-13
-2.19E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.65E-07,-2.19E-07,-8.49E-13
-8.26E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.60E-07,-8.26E-08,-3.21E-13
-1.59E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.65E-07,-1.59E-07,-6.19E-13
-8.34E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.44E-07,-8.34E-08,-3.23E-13
-1.64E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.73E-07,-1.64E-07,-6.36E-13
-1.80E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.00E-07,-1.80E-07,-6.98E-13
-9.28E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.75E-07,-9.28E-08,-3.59E-13
-1.48E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.46E-07,-1.48E-07,-5.73E-13
-2.56E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.27E-07,-2.56E-07,-9.93E-13
4.78E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.34E-07,4.78E-08,1.85E-13
2.78E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.90E-07,2.78E-08,1.08E-13
-2.89E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.48E-07,-2.89E-08,-1.13E-13
6.56E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.27E-07,6.56E-08,2.55E-13
7.85E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.31E-07,7.85E-08,3.04E-13
6.44E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.41E-07,6.44E-08,2.50E-13
6.56E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.22E-07,6.56E-08,2.55E-13
7.36E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.47E-07,7.36E-08,2.85E-13
7.11E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.42E-07,7.11E-08,2.76E-13
6.26E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.10E-07,6.26E-08,2.43E-13
7.87E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.31E-07,7.87E-08,3.06E-13
-1.51E-09,,,,,,,,,,,,,,,,,,,,,,,,,,4.42E-08,-1.51E-09,-5.96E-15
-1.27E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.69E-07,-1.27E-07,-4.94E-13
-1.67E-07,,,,,,,,,,,,,,,,,,,,,,,,,,9.35E-07,-1.67E-07,-6.46E-13
5.08E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.39E-07,5.08E-08,1.97E-13
1.34E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.23E-07,1.34E-07,5.20E-13
4.63E-08,,,,,,,,,,,,,,,,,,,,,,,,,,7.40E-07,4.63E-08,1.78E-13
1.36E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.26E-07,1.36E-07,5.27E-13
1.97E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.29E-07,1.97E-07,7.66E-13
-1.27E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.20E-07,-1.27E-07,-4.91E-13
4.13E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.68E-07,4.13E-08,1.61E-13
6.33E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.37E-07,6.33E-08,2.46E-13
1.45E-08,,,,,,,,,,,,,,,,,,,,,,,,,,9.06E-08,1.45E-08,5.65E-14
-1.95E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.24E-07,-1.95E-07,-7.54E-13
-1.82E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.16E-07,-1.82E-07,-7.06E-13
-2.84E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.73E-07,-2.84E-07,-1.10E-12
-1.73E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.89E-07,-1.73E-07,-6.71E-13
-1.85E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.08E-07,-1.85E-07,-7.17E-13
-1.44E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.40E-07,-1.44E-07,-5.60E-13
-7.38E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.72E-07,-7.38E-08,-2.86E-13
-7.07E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.78E-07,-7.07E-08,-2.72E-13
-1.66E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.76E-07,-1.66E-07,-6.44E-13
-1.14E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.13E-07,-1.14E-07,-4.43E-13
-1.31E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.18E-07,-1.31E-07,-5.06E-13
-1.38E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.30E-07,-1.38E-07,-5.34E-13
-1.55E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.59E-07,-1.55E-07,-6.02E-13
-1.62E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.70E-07,-1.62E-07,-6.28E-13
-1.34E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.23E-07,-1.34E-07,-5.20E-13
-1.52E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.54E-07,-1.52E-07,-5.91E-13
-1.11E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.85E-07,-1.11E-07,-4.30E-13
-1.40E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.33E-07,-1.40E-07,-5.42E-13
-1.20E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.00E-07,-1.20E-07,-4.66E-13
-1.87E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.11E-07,-1.87E-07,-7.24E-13
-2.44E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.18E-07,-2.44E-08,-9.48E-14
5.82E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.01E-07,5.82E-08,2.26E-13
5.36E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.17E-07,5.36E-08,2.08E-13
1.09E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.82E-07,1.09E-07,4.23E-13
6.26E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.09E-07,6.26E-08,2.42E-13
1.74E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.90E-07,1.74E-07,6.75E-13
7.78E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.96E-07,7.78E-08,3.01E-13
8.32E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.85E-07,8.32E-08,3.22E-13
7.18E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.46E-07,7.18E-08,2.78E-13
5.46E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.20E-07,5.46E-08,2.11E-13
6.84E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.03E-07,6.84E-08,2.66E-13
-8.43E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.62E-07,-8.43E-08,-3.27E-13
1.09E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.82E-07,1.09E-07,4.24E-13
6.53E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.29E-07,6.53E-08,2.54E-13
3.67E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.39E-07,3.67E-08,1.43E-13
1.15E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.96E-07,1.15E-07,4.44E-13
1.72E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.87E-07,1.72E-07,6.67E-13
7.31E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.22E-07,7.31E-08,2.84E-13
-7.84E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.15E-07,-7.84E-08,-3.03E-13
6.24E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.06E-07,6.24E-08,2.42E-13
2.10E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.55E-07,2.10E-07,8.12E-13
-4.33E-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.13E-06,-4.33E-07,-1.69E-12
2.15E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.57E-07,2.15E-07,8.31E-13
-3.91E-07,,,,,,,,,,,,,,,,,,,,,,,,,,6.51E-07,-3.91E-07,-1.51E-12
-1.63E-08,,,,,,,,,,,,,,,,,,,,,,,,,,6.84E-07,-1.63E-08,-6.28E-14
2.44E-07,,,,,,,,,,,,,,,,,,,,,,,,,,8.32E-07,2.44E-07,9.52E-13
-4.34E-07,,,,,,,,,,,,,,,,,,,,,,,,,,7.23E-07,-4.34E-07,-1.68E-12
2.11E-08,,,,,,,,,,,,,,,,,,,,,,,,,,3.51E-07,2.11E-08,8.10E-14
2.72E-08,,,,,,,,,,,,,,,,,,,,,,,,,,4.48E-07,2.72E-08,1.05E-13
-9.40E-08,,,,,,,,,,,,,,,,,,,,,,,,,,5.55E-07,-9.40E-08,-3.66E-13
-1.46E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.35E-07,-1.46E-07,-5.65E-13
-1.70E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.54E-07,-1.70E-07,-6.60E-13
-3.21E-07,,,,,,,,,,,,,,,,,,,,,,,,,,5.35E-07,-3.21E-07,-1.24E-12
-1.73E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.96E-07,-1.73E-07,-6.69E-13
6.70E-08,,,,,,,,,,,,,,,,,,,,,,,,,,7.35E-07,6.70E-08,2.57E-13
3.06E-08,,,,,,,,,,,,,,,,,,,,,,,,,,4.24E-07,3.06E-08,1.18E-13
1.44E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.94E-07,1.44E-08,5.58E-14
-1.17E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.00E-07,-1.17E-07,-4.56E-13
-2.06E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.43E-07,-2.06E-07,-7.99E-13
-1.96E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.27E-07,-1.96E-07,-7.60E-13
-1.60E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.67E-07,-1.60E-07,-6.20E-13
-2.70E-07,,,,,,,,,,,,,,,,,,,,,,,,,,4.49E-07,-2.70E-07,-1.05E-12
-1.20E-07,,,,,,,,,,,,,,,,,,,,,,,,,,2.01E-07,-1.20E-07,-4.67E-13
1.44E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.62E-07,1.44E-08,5.57E-14
2.18E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.79E-07,2.18E-07,8.47E-13
6.59E-08,,,,,,,,,,,,,,,,,,,,,,,,,,2.55E-07,6.59E-08,2.55E-13
5.34E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.58E-07,5.34E-08,2.07E-13
2.13E-07,,,,,,,,,,,,,,,,,,,,,,,,,,3.69E-07,2.13E-07,8.25E-13
2.62E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.82E-07,2.62E-08,1.01E-13
6.38E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.34E-07,6.38E-08,2.48E-13
5.75E-08,,,,,,,,,,,,,,,,,,,,,,,,,,9.95E-08,5.75E-08,2.23E-13
5.30E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.15E-07,5.30E-08,2.06E-13
8.11E-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.53E-07,8.11E-08,3.15E-13
